Marca,Modelo,Año,Tipo_Combustible,Potencia_HP,Cilindros,Tipo_Transmision,Categoria_Mercado,Tamaño_Vehiculo,Vehicle Style,KPL_Carretera,KPL_Ciudad,Precio,Consumo_KPL_Carretera
Infiniti,M37,2011,premium unleaded (recommended),330.0,6.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,11.053744,7.652592,47050,Bajo
BMW,M3,2015,premium unleaded (required),425.0,6.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,11.053744,7.227448000000001,62000,Bajo
BMW,M3,2016,premium unleaded (required),425.0,6.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,11.053744,7.227448000000001,63500,Bajo
BMW,M3,2017,premium unleaded (required),425.0,6.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,11.053744,7.227448000000001,64000,Bajo
BMW,M4 GTS,2016,premium unleaded (required),493.0,6.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,9.778312,6.802304,133205,Bajo
Infiniti,M45,2008,premium unleaded (required),325.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,8.928024,6.802304,50250,Bajo
Infiniti,M45,2008,premium unleaded (required),325.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,8.502880000000001,5.952016,52750,Bajo
Infiniti,M45,2009,premium unleaded (required),325.0,8.0,AUTOMATIC,"Luxury,High-Performance",Large,Sedan,8.928024,6.802304,52150,Bajo
Infiniti,M45,2009,premium unleaded (required),325.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,8.502880000000001,5.952016,54650,Bajo
Infiniti,M45,2010,premium unleaded (required),325.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,8.502880000000001,5.952016,54650,Bajo
Infiniti,M45,2010,premium unleaded (required),325.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,8.928024,6.802304,52150,Bajo
BMW,M4,2015,premium unleaded (required),425.0,6.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,11.053744,7.227448000000001,64200,Bajo
BMW,M4,2015,premium unleaded (required),425.0,6.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,11.053744,7.227448000000001,72500,Bajo
BMW,M4,2016,premium unleaded (required),425.0,6.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,11.053744,7.227448000000001,74200,Bajo
BMW,M4,2016,premium unleaded (required),425.0,6.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,11.053744,7.227448000000001,65700,Bajo
BMW,M4,2017,premium unleaded (required),425.0,6.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,11.053744,7.227448000000001,74700,Bajo
BMW,M4,2017,premium unleaded (required),425.0,6.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,11.053744,7.227448000000001,66200,Bajo
Infiniti,M56,2011,premium unleaded (required),420.0,8.0,AUTOMATIC,Luxury,Large,Sedan,9.778312,6.802304,60950,Bajo
Infiniti,M56,2011,premium unleaded (required),420.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,10.6286,6.802304,58450,Bajo
BMW,M5,2014,premium unleaded (required),552.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Large,Sedan,8.502880000000001,5.952016,92900,Bajo
BMW,M5,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Large,Sedan,8.502880000000001,5.952016,93600,Bajo
BMW,M5,2016,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Large,Sedan,8.502880000000001,5.952016,94100,Bajo
BMW,M6 Gran Coupe,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Large,Sedan,8.502880000000001,5.952016,115700,Bajo
BMW,M6 Gran Coupe,2016,premium unleaded (required),552.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Large,Sedan,8.502880000000001,5.952016,117200,Bajo
BMW,M6 Gran Coupe,2017,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Large,Sedan,8.502880000000001,5.952016,117500,Bajo
BMW,M6,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,8.502880000000001,5.952016,118200,Bajo
BMW,M6,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,8.502880000000001,5.952016,111900,Bajo
BMW,M6,2016,premium unleaded (required),552.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,8.502880000000001,5.952016,119700,Bajo
BMW,M6,2016,premium unleaded (required),552.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,8.502880000000001,5.952016,113400,Bajo
BMW,M6,2017,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,8.502880000000001,5.952016,113700,Bajo
BMW,M6,2017,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,9.353168,6.37716,120000,Bajo
Porsche,Macan,2015,premium unleaded (required),400.0,6.0,AUTOMATED_MANUAL,"Crossover,Luxury,Performance",Midsize,4dr SUV,9.778312,7.227448000000001,72300,Bajo
Porsche,Macan,2015,premium unleaded (required),340.0,6.0,AUTOMATED_MANUAL,"Crossover,Luxury,Performance",Midsize,4dr SUV,9.778312,7.227448000000001,49900,Bajo
Porsche,Macan,2016,premium unleaded (required),340.0,6.0,AUTOMATED_MANUAL,"Crossover,Luxury,Performance",Midsize,4dr SUV,9.778312,7.227448000000001,52600,Bajo
Porsche,Macan,2016,premium unleaded (required),400.0,6.0,AUTOMATED_MANUAL,"Crossover,Luxury,Performance",Midsize,4dr SUV,9.778312,7.227448000000001,73900,Bajo
Porsche,Macan,2017,premium unleaded (required),360.0,6.0,AUTOMATED_MANUAL,"Crossover,Luxury,High-Performance",Midsize,4dr SUV,9.778312,7.227448000000001,67200,Bajo
Porsche,Macan,2017,premium unleaded (required),340.0,6.0,AUTOMATED_MANUAL,"Crossover,Luxury,Performance",Midsize,4dr SUV,9.778312,7.227448000000001,54400,Bajo
Porsche,Macan,2017,premium unleaded (required),400.0,6.0,AUTOMATED_MANUAL,"Crossover,Luxury,Performance",Midsize,4dr SUV,9.778312,7.227448000000001,76000,Bajo
Porsche,Macan,2017,premium unleaded (required),252.0,4.0,AUTOMATED_MANUAL,"Crossover,Luxury",Midsize,4dr SUV,10.6286,8.502880000000001,47500,Bajo
Dodge,Magnum,2006,regular unleaded,340.0,8.0,AUTOMATIC,,Large,Wagon,9.353168,6.37716,32855,Bajo
Dodge,Magnum,2006,regular unleaded,340.0,8.0,AUTOMATIC,,Large,Wagon,9.778312,6.37716,30855,Bajo
Dodge,Magnum,2006,regular unleaded,190.0,6.0,AUTOMATIC,,Large,Wagon,11.053744,7.652592,22680,Bajo
Dodge,Magnum,2006,regular unleaded,250.0,6.0,AUTOMATIC,,Large,Wagon,9.353168,6.37716,29100,Bajo
Dodge,Magnum,2006,premium unleaded (required),425.0,8.0,AUTOMATIC,"Factory Tuner,High-Performance",Large,Wagon,7.652592,5.526872,37320,Bajo
Dodge,Magnum,2007,regular unleaded,250.0,6.0,AUTOMATIC,,Large,Wagon,9.353168,6.37716,29860,Bajo
Dodge,Magnum,2007,regular unleaded,190.0,6.0,AUTOMATIC,,Large,Wagon,11.053744,7.652592,23370,Bajo
Dodge,Magnum,2007,regular unleaded,340.0,8.0,AUTOMATIC,Performance,Large,Wagon,9.778312,6.37716,31515,Bajo
Dodge,Magnum,2007,regular unleaded,340.0,8.0,AUTOMATIC,,Large,Wagon,9.353168,6.37716,33615,Bajo
Dodge,Magnum,2007,premium unleaded (required),425.0,8.0,AUTOMATIC,"Factory Tuner,High-Performance",Large,Wagon,7.652592,5.526872,37795,Bajo
Dodge,Magnum,2008,premium unleaded (recommended),425.0,8.0,AUTOMATIC,"Factory Tuner,High-Performance",Large,Wagon,7.652592,5.526872,38105,Bajo
Dodge,Magnum,2008,regular unleaded,340.0,8.0,AUTOMATIC,,Large,Wagon,9.353168,6.37716,33880,Bajo
Dodge,Magnum,2008,regular unleaded,250.0,6.0,AUTOMATIC,,Large,Wagon,10.203456000000001,7.227448000000001,27225,Bajo
Dodge,Magnum,2008,regular unleaded,250.0,6.0,AUTOMATIC,,Large,Wagon,9.353168,6.37716,29855,Bajo
Dodge,Magnum,2008,regular unleaded,340.0,8.0,AUTOMATIC,Performance,Large,Wagon,9.778312,6.37716,31780,Bajo
Dodge,Magnum,2008,regular unleaded,178.0,6.0,AUTOMATIC,,Large,Wagon,11.053744,7.652592,23420,Bajo
Chevrolet,Malibu Classic,2008,regular unleaded,219.0,6.0,AUTOMATIC,,Midsize,Sedan,12.329176,7.652592,20320,Bajo
Chevrolet,Malibu Classic,2008,regular unleaded,145.0,4.0,AUTOMATIC,,Midsize,Sedan,12.75432,9.353168,17935,Bajo
Chevrolet,Malibu Classic,2008,regular unleaded,219.0,6.0,AUTOMATIC,,Midsize,Sedan,12.329176,7.652592,19695,Bajo
Chevrolet,Malibu Hybrid,2008,regular unleaded,164.0,4.0,AUTOMATIC,Hybrid,Midsize,Sedan,13.604608,10.203456000000001,23640,Bajo
Chevrolet,Malibu Hybrid,2009,regular unleaded,164.0,4.0,AUTOMATIC,Hybrid,Midsize,Sedan,14.454896000000002,11.053744,25555,Bajo
Chevrolet,Malibu Hybrid,2010,regular unleaded,164.0,4.0,AUTOMATIC,Hybrid,Midsize,Sedan,14.454896000000002,11.053744,25925,Bajo
Chevrolet,Malibu Limited,2016,regular unleaded,197.0,4.0,AUTOMATIC,,Midsize,Sedan,14.454896000000002,10.203456000000001,23835,Bajo
Chevrolet,Malibu Limited,2016,regular unleaded,197.0,4.0,AUTOMATIC,,Midsize,Sedan,14.454896000000002,10.203456000000001,22565,Bajo
Chevrolet,Malibu Limited,2016,regular unleaded,197.0,4.0,AUTOMATIC,,Midsize,Sedan,14.454896000000002,10.203456000000001,28420,Bajo
Chevrolet,Malibu Maxx,2005,regular unleaded,200.0,6.0,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,11.904032,8.502880000000001,24610,Bajo
Chevrolet,Malibu Maxx,2005,regular unleaded,200.0,6.0,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,11.904032,8.502880000000001,21465,Bajo
Chevrolet,Malibu Maxx,2005,regular unleaded,200.0,6.0,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,11.904032,8.502880000000001,20965,Bajo
Chevrolet,Malibu Maxx,2006,regular unleaded,201.0,6.0,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,11.904032,8.502880000000001,23465,Bajo
Chevrolet,Malibu Maxx,2006,regular unleaded,201.0,6.0,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,11.904032,8.502880000000001,20165,Bajo
Chevrolet,Malibu Maxx,2006,regular unleaded,240.0,6.0,AUTOMATIC,"Hatchback,Performance",Midsize,4dr Hatchback,10.203456000000001,6.802304,23265,Bajo
Chevrolet,Malibu Maxx,2006,regular unleaded,201.0,6.0,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,11.904032,8.502880000000001,19565,Bajo
Chevrolet,Malibu Maxx,2007,regular unleaded,217.0,6.0,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,11.904032,7.652592,20575,Bajo
Chevrolet,Malibu Maxx,2007,regular unleaded,217.0,6.0,AUTOMATIC,Hatchback,Midsize,4dr Hatchback,11.904032,7.652592,19795,Bajo
Chevrolet,Malibu Maxx,2007,regular unleaded,240.0,6.0,AUTOMATIC,"Hatchback,Performance",Midsize,4dr Hatchback,9.353168,6.37716,23710,Bajo
Chevrolet,Malibu Maxx,2007,regular unleaded,217.0,6.0,AUTOMATIC,"Hatchback,Performance",Midsize,4dr Hatchback,11.904032,7.652592,23915,Bajo
Chevrolet,Malibu,2015,regular unleaded,196.0,4.0,AUTOMATIC,,Midsize,Sedan,15.305184,10.6286,28195,Medio 
Chevrolet,Malibu,2015,regular unleaded,196.0,4.0,AUTOMATIC,,Midsize,Sedan,15.305184,10.6286,25470,Medio 
Chevrolet,Malibu,2015,premium unleaded (recommended),259.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,12.75432,8.928024,30355,Bajo
Chevrolet,Malibu,2015,regular unleaded,196.0,4.0,AUTOMATIC,,Midsize,Sedan,15.305184,10.6286,22340,Medio 
Chevrolet,Malibu,2015,premium unleaded (recommended),259.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,12.75432,8.928024,27005,Bajo
Chevrolet,Malibu,2015,regular unleaded,196.0,4.0,AUTOMATIC,,Midsize,Sedan,15.305184,10.6286,23610,Medio 
Chevrolet,Malibu,2016,regular unleaded,160.0,4.0,AUTOMATIC,,Midsize,Sedan,15.730328,11.478888000000001,21625,Medio 
Chevrolet,Malibu,2016,premium unleaded (recommended),250.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,14.029752,9.353168,28620,Bajo
Chevrolet,Malibu,2016,regular unleaded,182.0,4.0,DIRECT_DRIVE,Hybrid,Midsize,Sedan,19.556624,19.981768000000002,27770,Medio 
Chevrolet,Malibu,2016,premium unleaded (recommended),250.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,14.029752,9.353168,30920,Bajo
Chevrolet,Malibu,2016,regular unleaded,160.0,4.0,AUTOMATIC,,Midsize,Sedan,15.730328,11.478888000000001,23120,Medio 
Chevrolet,Malibu,2016,regular unleaded,160.0,4.0,AUTOMATIC,,Midsize,Sedan,15.730328,11.478888000000001,25020,Medio 
Chevrolet,Malibu,2017,regular unleaded,160.0,4.0,AUTOMATIC,,Midsize,Sedan,15.305184,11.478888000000001,25125,Medio 
Chevrolet,Malibu,2017,regular unleaded,182.0,4.0,DIRECT_DRIVE,Hybrid,Midsize,Sedan,18.281192,20.832056,27875,Medio 
Chevrolet,Malibu,2017,regular unleaded,160.0,4.0,AUTOMATIC,,Midsize,Sedan,15.305184,11.478888000000001,21680,Medio 
Chevrolet,Malibu,2017,premium unleaded (recommended),250.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,14.029752,9.353168,30975,Bajo
Chevrolet,Malibu,2017,regular unleaded,160.0,4.0,AUTOMATIC,,Midsize,Sedan,15.305184,11.478888000000001,23225,Medio 
Lincoln,Mark LT,2006,regular unleaded,300.0,8.0,AUTOMATIC,Luxury,Large,Crew Cab Pickup,7.652592,5.526872,38680,Bajo
Lincoln,Mark LT,2006,regular unleaded,300.0,8.0,AUTOMATIC,Luxury,Large,Crew Cab Pickup,6.802304,5.1017280000000005,42235,Bajo
Lincoln,Mark LT,2007,regular unleaded,300.0,8.0,AUTOMATIC,Luxury,Large,Crew Cab Pickup,6.802304,5.1017280000000005,41225,Bajo
Lincoln,Mark LT,2007,regular unleaded,300.0,8.0,AUTOMATIC,Luxury,Large,Crew Cab Pickup,6.802304,5.1017280000000005,41525,Bajo
Lincoln,Mark LT,2007,regular unleaded,300.0,8.0,AUTOMATIC,Luxury,Large,Crew Cab Pickup,6.802304,5.1017280000000005,38425,Bajo
Lincoln,Mark LT,2007,regular unleaded,300.0,8.0,AUTOMATIC,Luxury,Large,Crew Cab Pickup,6.802304,5.1017280000000005,38125,Bajo
Lincoln,Mark LT,2008,regular unleaded,300.0,8.0,AUTOMATIC,Luxury,Large,Crew Cab Pickup,6.802304,5.1017280000000005,38915,Bajo
Lincoln,Mark LT,2008,regular unleaded,300.0,8.0,AUTOMATIC,Luxury,Large,Crew Cab Pickup,7.227448000000001,5.526872,42015,Bajo
Lincoln,Mark LT,2008,regular unleaded,300.0,8.0,AUTOMATIC,Luxury,Large,Crew Cab Pickup,7.227448000000001,5.526872,41715,Bajo
Lincoln,Mark LT,2008,regular unleaded,300.0,8.0,AUTOMATIC,Luxury,Large,Crew Cab Pickup,6.802304,5.1017280000000005,38615,Bajo
Lincoln,Mark VIII,1996,regular unleaded,280.0,8.0,AUTOMATIC,Luxury,Large,Coupe,10.203456000000001,6.802304,2000,Bajo
Lincoln,Mark VIII,1997,regular unleaded,280.0,8.0,AUTOMATIC,Luxury,Large,Coupe,10.203456000000001,6.802304,2263,Bajo
Lincoln,Mark VIII,1997,regular unleaded,280.0,8.0,AUTOMATIC,Luxury,Large,Coupe,10.203456000000001,6.802304,2209,Bajo
Lincoln,Mark VIII,1998,regular unleaded,280.0,8.0,AUTOMATIC,Luxury,Large,Coupe,10.203456000000001,6.37716,2411,Bajo
Lincoln,Mark VIII,1998,regular unleaded,290.0,8.0,AUTOMATIC,Luxury,Large,Coupe,10.203456000000001,6.37716,2459,Bajo
Lincoln,Mark VII,1990,regular unleaded,225.0,8.0,AUTOMATIC,Luxury,Large,Coupe,9.353168,6.37716,2000,Bajo
Lincoln,Mark VII,1991,regular unleaded,225.0,8.0,AUTOMATIC,Luxury,Large,Coupe,9.353168,6.37716,2000,Bajo
Lincoln,Mark VII,1992,regular unleaded,225.0,8.0,AUTOMATIC,Luxury,Large,Coupe,9.353168,6.37716,2000,Bajo
Toyota,Matrix,2011,regular unleaded,132.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,13.604608,10.6286,19685,Bajo
Toyota,Matrix,2011,regular unleaded,158.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,12.329176,8.928024,20755,Bajo
Toyota,Matrix,2011,regular unleaded,158.0,4.0,MANUAL,Hatchback,Compact,4dr Hatchback,11.904032,8.928024,19565,Bajo
Toyota,Matrix,2011,regular unleaded,158.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,11.053744,8.502880000000001,21715,Bajo
Toyota,Matrix,2011,regular unleaded,132.0,4.0,MANUAL,Hatchback,Compact,4dr Hatchback,13.604608,11.053744,18845,Bajo
Toyota,Matrix,2012,regular unleaded,158.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,11.053744,8.502880000000001,21715,Bajo
Toyota,Matrix,2012,regular unleaded,132.0,4.0,MANUAL,Hatchback,Compact,4dr Hatchback,13.604608,11.053744,18845,Bajo
Toyota,Matrix,2012,regular unleaded,158.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,12.329176,8.928024,20755,Bajo
Toyota,Matrix,2012,regular unleaded,132.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,13.604608,10.6286,19685,Bajo
Toyota,Matrix,2012,regular unleaded,158.0,4.0,MANUAL,Hatchback,Compact,4dr Hatchback,11.904032,8.928024,19565,Bajo
Toyota,Matrix,2013,regular unleaded,132.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,13.604608,10.6286,20115,Bajo
Toyota,Matrix,2013,regular unleaded,158.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,11.053744,8.502880000000001,22415,Bajo
Toyota,Matrix,2013,regular unleaded,158.0,4.0,MANUAL,Hatchback,Compact,4dr Hatchback,11.904032,8.928024,20265,Bajo
Toyota,Matrix,2013,regular unleaded,158.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,12.329176,8.928024,21455,Bajo
Toyota,Matrix,2013,regular unleaded,132.0,4.0,MANUAL,Hatchback,Compact,4dr Hatchback,13.604608,11.053744,19275,Bajo
Nissan,Maxima,2014,premium unleaded (recommended),290.0,6.0,AUTOMATIC,Performance,Midsize,Sedan,11.053744,8.077736,34380,Bajo
Nissan,Maxima,2014,premium unleaded (recommended),290.0,6.0,AUTOMATIC,Performance,Midsize,Sedan,11.053744,8.077736,31290,Bajo
Nissan,Maxima,2016,premium unleaded (recommended),300.0,6.0,AUTOMATIC,High-Performance,Midsize,Sedan,12.75432,9.353168,36990,Bajo
Nissan,Maxima,2016,premium unleaded (recommended),300.0,6.0,AUTOMATIC,High-Performance,Midsize,Sedan,12.75432,9.353168,34490,Bajo
Nissan,Maxima,2016,premium unleaded (recommended),300.0,6.0,AUTOMATIC,High-Performance,Midsize,Sedan,12.75432,9.353168,32510,Bajo
Nissan,Maxima,2016,premium unleaded (recommended),300.0,6.0,AUTOMATIC,High-Performance,Midsize,Sedan,12.75432,9.353168,39960,Bajo
Nissan,Maxima,2016,premium unleaded (recommended),300.0,6.0,AUTOMATIC,High-Performance,Midsize,Sedan,12.75432,9.353168,37770,Bajo
Nissan,Maxima,2017,premium unleaded (recommended),300.0,6.0,AUTOMATIC,High-Performance,Midsize,Sedan,12.75432,8.928024,34590,Bajo
Nissan,Maxima,2017,premium unleaded (recommended),300.0,6.0,AUTOMATIC,High-Performance,Midsize,Sedan,12.75432,8.928024,37090,Bajo
Nissan,Maxima,2017,premium unleaded (recommended),300.0,6.0,AUTOMATIC,High-Performance,Midsize,Sedan,12.75432,8.928024,40040,Bajo
Nissan,Maxima,2017,premium unleaded (recommended),300.0,6.0,AUTOMATIC,High-Performance,Midsize,Sedan,12.75432,8.928024,32610,Bajo
Nissan,Maxima,2017,premium unleaded (recommended),300.0,6.0,AUTOMATIC,High-Performance,Midsize,Sedan,12.75432,8.928024,37870,Bajo
Mercedes-Benz,Maybach,2016,premium unleaded (required),523.0,12.0,AUTOMATIC,"Exotic,Luxury,High-Performance",Large,Sedan,8.502880000000001,5.526872,189350,Bajo
Mercedes-Benz,Maybach,2017,premium unleaded (required),523.0,12.0,AUTOMATIC,"Exotic,Luxury,High-Performance",Large,Sedan,8.928024,5.526872,191300,Bajo
Mazda,Mazdaspeed 3,2011,premium unleaded (required),263.0,4.0,MANUAL,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,10.6286,7.652592,23700,Bajo
Mazda,Mazdaspeed 3,2012,premium unleaded (required),263.0,4.0,MANUAL,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,10.6286,7.652592,24000,Bajo
Mazda,Mazdaspeed 3,2013,premium unleaded (required),263.0,4.0,MANUAL,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,10.6286,7.652592,24200,Bajo
Mazda,Mazdaspeed 6,2006,premium unleaded (required),274.0,4.0,MANUAL,"Factory Tuner,Performance",Midsize,Sedan,9.778312,7.227448000000001,27995,Bajo
Mazda,Mazdaspeed 6,2006,premium unleaded (required),274.0,4.0,MANUAL,"Factory Tuner,Performance",Midsize,Sedan,9.778312,7.227448000000001,29925,Bajo
Mazda,Mazdaspeed 6,2007,premium unleaded (required),274.0,4.0,MANUAL,"Factory Tuner,Performance",Midsize,Sedan,9.778312,7.227448000000001,29925,Bajo
Mazda,Mazdaspeed 6,2007,premium unleaded (required),274.0,4.0,MANUAL,"Factory Tuner,Performance",Midsize,Sedan,9.778312,7.227448000000001,27995,Bajo
Mazda,Mazdaspeed MX-5 Miata,2004,premium unleaded (required),178.0,4.0,MANUAL,"Factory Tuner,Performance",Compact,Convertible,10.203456000000001,7.652592,25730,Bajo
Mazda,Mazdaspeed MX-5 Miata,2005,premium unleaded (required),178.0,4.0,MANUAL,"Factory Tuner,Performance",Compact,Convertible,10.203456000000001,7.652592,25780,Bajo
Mazda,Mazdaspeed MX-5 Miata,2005,premium unleaded (required),178.0,4.0,MANUAL,"Factory Tuner,Performance",Compact,Convertible,10.203456000000001,7.652592,26580,Bajo
Mazda,Mazdaspeed Protege,2003,premium unleaded (required),170.0,4.0,MANUAL,"Factory Tuner,Performance",Compact,Sedan,11.478888000000001,8.928024,20480,Bajo
Mazda,Mazdaspeed Protege,2003,premium unleaded (required),170.0,4.0,MANUAL,"Factory Tuner,Performance",Compact,Sedan,11.478888000000001,8.928024,19980,Bajo
BMW,M,2001,premium unleaded (required),315.0,6.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,9.778312,6.37716,44990,Bajo
BMW,M,2001,premium unleaded (required),315.0,6.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,9.778312,6.37716,45990,Bajo
BMW,M,2002,premium unleaded (required),315.0,6.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,10.6286,7.227448000000001,44990,Bajo
BMW,M,2006,premium unleaded (required),330.0,6.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,9.353168,5.952016,49300,Bajo
BMW,M,2006,premium unleaded (required),330.0,6.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,9.353168,5.952016,51300,Bajo
Acura,MDX,2015,premium unleaded (recommended),290.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.478888000000001,7.652592,44565,Bajo
Acura,MDX,2015,premium unleaded (recommended),290.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.478888000000001,7.652592,48840,Bajo
Acura,MDX,2015,premium unleaded (recommended),290.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.478888000000001,7.652592,50840,Bajo
Acura,MDX,2015,premium unleaded (recommended),290.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.904032,8.502880000000001,42565,Bajo
Acura,MDX,2015,premium unleaded (recommended),290.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.904032,8.502880000000001,48840,Bajo
Acura,MDX,2015,premium unleaded (recommended),290.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.904032,8.502880000000001,46840,Bajo
Acura,MDX,2015,premium unleaded (recommended),290.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.478888000000001,7.652592,56780,Bajo
Acura,MDX,2015,premium unleaded (recommended),290.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.904032,8.502880000000001,54780,Bajo
Acura,MDX,2016,premium unleaded (recommended),290.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.478888000000001,8.077736,43015,Bajo
Acura,MDX,2016,premium unleaded (recommended),290.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.478888000000001,8.077736,49440,Bajo
Acura,MDX,2016,premium unleaded (recommended),290.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.053744,7.652592,46515,Bajo
Acura,MDX,2016,premium unleaded (recommended),290.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.478888000000001,8.077736,44515,Bajo
